ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3.0,Diaz Acosta F.,Norrie C.,78.0,48.0,714.0,1124.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.5,1.2,4.29,1.26,5.36,1.26,4.4,1.2
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3.0,Carballes Baena R.,Altmaier D.,59.0,93.0,981.0,625.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.3,3.5,,,1.31,3.6,1.29,3.44
3,Adelaide,Adelaide International,2025-01-06,ATP250,Outdoor,Hard,1st Round,3.0,Shapovalov D.,Zhang Zh.,58.0,47.0,981.0,1140.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.66,2.35,1.67,2.35,1.61,2.29
3,Adelaide,Adelaide International,2025-01-06,ATP250,Outdoor,Hard,1st Round,3.0,Kokkinakis T.,Nishioka Y.,77.0,63.0,716.0,807.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.38,1.68,2.3,1.7,2.4,1.62,2.27
3,Adelaide,Adelaide International,2025-01-06,ATP250,Outdoor,Hard,1st Round,3.0,O Connell C.,Rinderknech A.,64.0,60.0,795.0,927.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.63,2.42,1.63,2.42,1.61,2.29
3,Adelaide,Adelaide International,2025-01-06,ATP250,Outdoor,Hard,1st Round,3.0,Davidovich Fokina A.,Bautista Agut R.,68.0,51.0,775.0,1067.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.81,2.09,1.81,2.13,1.74,2.07
4,Auckland,ASB Classic,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Monfils G.,Martinez P.,52.0,43.0,1030.0,1220.0,1.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.28,3.99,1.29,4.01,1.27,3.72
4,Auckland,ASB Classic,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Mensik J.,Carreno Busta P.,49.0,184.0,1122.0,317.0,6.0,0.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.25,4.0,,,1.33,4.01,1.25,3.73
4,Auckland,ASB Classic,2025-01-07,ATP250,Outdoor,Hard,2nd Round,3.0,Basavareddy N.,Tabilo A.,133.0,23.0,453.0,1943.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.82,2.11,1.91,2.11,1.81,1.97
4,Auckland,ASB Classic,2025-01-07,ATP250,Outdoor,Hard,2nd Round,3.0,Bergs Z.,Nardi L.,66.0,90.0,783.0,637.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.65,2.4,1.72,2.42,1.63,2.24
4,Auckland,ASB Classic,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Basavareddy N.,Comesana F.,133.0,85.0,453.0,661.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.28,4.03,1.28,4.36,1.22,4.12
4,Auckland,ASB Classic,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Struff J.L.,Bu Y.,42.0,65.0,1225.0,784.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.71,2.25,1.8,2.25,1.71,2.11
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Nakashima B.,Hanfmann Y.,37.0,98.0,1335.0,615.0,6.0,1.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.32,3.65,1.33,3.74,1.31,3.43
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Guinard M.,Safiullin R.,261.0,62.0,209.0,823.0,7.0,6.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,5.0,1.17,5.02,1.21,5.1,1.21,4.77,1.18
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Tu L.,Duckworth J.,179.0,94.0,323.0,624.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.25,1.71,2.28,1.71,2.18,1.67
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Giron M.,Vukic A.,45.0,67.0,1150.0,778.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,1.99,1.9,2.02,1.9,1.96,1.83
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Kecmanovic M.,Bublik A.,55.0,33.0,1021.0,1420.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.67,2.33,1.73,2.41,1.62,2.28
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Cazaux A.,Walton A.,80.0,91.0,707.0,636.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.68,2.3,1.68,2.4,1.6,2.31
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Hijikata R.,Goffin D.,79.0,53.0,712.0,1029.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.25,1.71,2.44,1.71,2.25,1.63
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Etcheverry T.,Schoolkate T.,39.0,173.0,1315.0,336.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.38,3.26,1.38,3.5,1.32,3.35
4,Auckland,ASB Classic,2025-01-08,ATP250,Outdoor,Hard,Quarterfinals,3.0,Basavareddy N.,Michelsen A.,133.0,41.0,453.0,1245.0,2.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.53,2.63,1.55,2.63,1.7,2.41,1.55
4,Auckland,ASB Classic,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Mensik J.,Shelton B.,49.0,21.0,1122.0,2330.0,7.0,6.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.1,1.73,2.22,1.75,2.22,1.75,2.14,1.7
4,Auckland,ASB Classic,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Borges N.,Navone M.,36.0,46.0,1370.0,1148.0,4.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,1.47,2.89,1.41,2.95,1.41,2.95
4,Auckland,ASB Classic,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Monfils G.,Struff J.L.,52.0,42.0,1030.0,1225.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.21,1.75,2.21,1.75,2.11,1.71
4,Auckland,ASB Classic,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Carballes Baena R.,Cerundolo F.,59.0,31.0,981.0,1620.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.68,1.54,2.68,1.54,2.57,1.5
4,Auckland,ASB Classic,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Diaz Acosta F.,Baez S.,78.0,28.0,714.0,1690.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.84,2.08,1.84,2.08,1.78,2.01
4,Auckland,ASB Classic,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Michelsen A.,Sonego L.,41.0,54.0,1245.0,1026.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.59,2.53,1.6,2.54,1.56,2.4
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Korda S.,Davidovich Fokina A.,22.0,68.0,1985.0,775.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.26,1.71,2.26,1.71,2.17,1.67
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Paul T.,Guinard M.,12.0,261.0,3145.0,209.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.07,9.0,1.08,10.77,1.09,10.77,1.07,8.42
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Giron M.,Shapovalov D.,45.0,58.0,1150.0,981.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.77,1.51,2.78,1.54,2.65,1.47
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Kecmanovic M.,O Connell C.,55.0,64.0,1021.0,795.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.89,2.02,1.91,2.02,1.84,1.94
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Hijikata R.,Nakashima B.,79.0,37.0,712.0,1335.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.4,3.18,1.41,3.2,1.41,2.99,1.38
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Bonzi B.,Tu L.,70.0,179.0,762.0,323.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.8,1.5,2.8,1.46,2.68
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Kokkinakis T.,Etcheverry T.,77.0,39.0,716.0,1315.0,7.0,5.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,1.61,2.48,1.62,2.48,1.57,2.37
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Auger-Aliassime F.,Cazaux A.,29.0,80.0,1680.0,707.0,1.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.44,2.75,1.52,2.72,1.54,2.78,1.48,2.61
3,Adelaide,Adelaide International,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Paul T.,Hijikata R.,12.0,79.0,3145.0,712.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.28,4.07,1.3,4.07,1.27,3.65
4,Auckland,ASB Classic,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Borges N.,Mensik J.,36.0,49.0,1370.0,1122.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.93,1.47,2.93,1.47,2.78,1.42
4,Auckland,ASB Classic,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Bergs Z.,Carballes Baena R.,66.0,59.0,783.0,981.0,1.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.62,2.3,1.66,2.37,1.66,2.5,1.6,2.31
4,Auckland,ASB Classic,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Monfils G.,Diaz Acosta F.,52.0,78.0,1030.0,714.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.35,3.54,1.35,3.63,1.31,3.4
3,Adelaide,Adelaide International,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Auger-Aliassime F.,Giron M.,29.0,45.0,1680.0,1150.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.66,2.37,1.66,2.37,1.61,2.27
3,Adelaide,Adelaide International,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Kecmanovic M.,Bonzi B.,55.0,70.0,1021.0,762.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.63,2.44,1.67,2.44,1.63,2.26
3,Adelaide,Adelaide International,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Korda S.,Kokkinakis T.,22.0,77.0,1985.0,716.0,,,,,,,,,,,,,Walkover,1.67,2.2,1.67,2.35,1.69,2.35,1.65,2.22
3,Adelaide,Adelaide International,2025-01-10,ATP250,Outdoor,Hard,Semifinals,3.0,Auger-Aliassime F.,Paul T.,29.0,12.0,1680.0,3145.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,2.27,1.71,2.3,1.71,2.2,1.66
3,Adelaide,Adelaide International,2025-01-10,ATP250,Outdoor,Hard,Semifinals,3.0,Korda S.,Kecmanovic M.,22.0,55.0,1985.0,1021.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.8,2.13,1.83,2.13,1.8,1.99
4,Auckland,ASB Classic,2025-01-10,ATP250,Outdoor,Hard,Semifinals,3.0,Monfils G.,Basavareddy N.,52.0,133.0,1030.0,453.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.71,2.27,1.76,2.27,1.68,2.15
4,Auckland,ASB Classic,2025-01-10,ATP250,Outdoor,Hard,Semifinals,3.0,Bergs Z.,Borges N.,66.0,36.0,783.0,1370.0,6.0,2.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.91,1.91,1.92,1.99,2.03,1.99,1.9,1.89
3,Adelaide,Adelaide International,2025-01-11,ATP250,Outdoor,Hard,The Final,3.0,Auger-Aliassime F.,Korda S.,29.0,22.0,1680.0,1985.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.1,1.73,2.19,1.76,2.19,1.76,2.1,1.72
4,Auckland,ASB Classic,2025-01-11,ATP250,Outdoor,Hard,The Final,3.0,Monfils G.,Bergs Z.,52.0,66.0,1030.0,783.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.62,2.45,1.62,2.5,1.57,2.37
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Martinez P.,Darderi L.,44.0,45.0,1220.0,1198.0,6.0,3.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.62,2.3,1.63,2.45,1.63,2.45,1.61,2.32
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Humbert U.,Gigante M.,14.0,145.0,2765.0,403.0,7.0,6.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,8.0,1.11,8.5,1.11,8.5,1.09,7.38
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Halys Q.,Walton A.,74.0,90.0,756.0,636.0,4.0,6.0,4.0,6.0,6.0,4.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,2.0,1.8,2.01,1.9,2.01,1.91,1.94,1.87
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Machac T.,Nagal S.,25.0,91.0,1805.0,635.0,6.0,3.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.04,13.0,1.06,12.67,1.07,13.0,1.05,10.52
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Opelka R.,Onclin G.,170.0,239.0,341.0,242.0,3.0,6.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.29,3.75,1.33,3.68,1.33,3.75,1.29,3.59
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Lehecka J.,Tu L.,29.0,168.0,1660.0,342.0,6.0,1.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.07,9.0,1.11,8.2,1.12,9.0,1.09,7.54
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Zverev A.,Pouille L.,2.0,103.0,7635.0,575.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,19.0,1.03,20.73,1.04,20.73,1.02,14.24
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Ruud C.,Munar J.,6.0,62.0,4210.0,922.0,6.0,3.0,1.0,6.0,7.0,5.0,2.0,6.0,6.0,1.0,3.0,2.0,Completed,1.17,5.0,1.18,5.66,1.18,5.66,1.17,5.12
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Nishikori K.,Monteiro T.,76.0,105.0,743.0,566.0,4.0,6.0,6.0,7.0,7.0,5.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.2,4.5,1.22,4.82,1.25,4.82,1.21,4.41
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Fils A.,Virtanen O.,21.0,93.0,2280.0,627.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.13,6.0,1.13,7.31,1.14,7.31,1.12,6.15
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Gaston H.,Jasika O.,81.0,179.0,703.0,323.0,6.0,2.0,3.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.36,3.2,1.38,3.31,1.38,3.31,1.36,3.11
5,Melbourne,Australian Open,2025-01-12,Grand Slam,Outdoor,Hard,1st Round,5.0,Habib H.,Bu Y.,219.0,67.0,264.0,784.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,3.2,1.36,3.39,1.37,3.39,1.38,3.16,1.36
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Nishioka Y.,Dougaz A.,65.0,231.0,807.0,254.0,3.0,6.0,6.0,4.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.5,1.18,5.67,1.18,5.67,1.16,5.18
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Korda S.,Klein L.,22.0,144.0,2065.0,405.0,6.0,3.0,0.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.33,3.4,1.36,3.47,1.36,3.47,1.34,3.24
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Faria J.,Kotov P.,125.0,97.0,481.0,612.0,6.0,1.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,2.38,1.57,2.4,1.65,2.4,1.65,2.33,1.6
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Auger-Aliassime F.,Struff J.L.,23.0,43.0,1905.0,1240.0,6.0,3.0,6.0,0.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.44,2.75,1.49,2.85,1.5,2.94,1.45,2.75
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Davidovich Fokina A.,Shang J.,66.0,50.0,790.0,1115.0,7.0,6.0,5.0,2.0,,,,,,,1.0,0.0,Retired,2.0,1.8,2.09,1.83,2.1,1.83,2.03,1.79
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Fearnley J.,Kyrgios N.,92.0,,632.0,,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,2.0,1.8,2.09,1.83,2.14,1.86,2.01,1.79
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Djokovic N.,Basavareddy N.,7.0,107.0,3900.0,566.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.04,13.0,1.05,14.3,1.07,14.3,1.04,11.02
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Bonzi B.,Goffin D.,64.0,54.0,819.0,1029.0,6.0,1.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.63,1.65,2.4,1.65,2.63,1.53,2.49
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Passaro F.,Dimitrov G.,104.0,10.0,571.0,3200.0,7.0,5.0,2.0,1.0,,,,,,,1.0,0.0,Retired,11.0,1.05,11.77,1.07,11.86,1.07,10.21,1.05
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Paul T.,O Connell C.,11.0,70.0,3195.0,770.0,6.0,2.0,3.0,6.0,6.0,1.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.17,5.0,1.18,5.64,1.18,5.64,1.17,5.04
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Cazaux A.,Baez S.,78.0,28.0,732.0,1690.0,6.0,3.0,5.0,7.0,3.0,6.0,6.0,0.0,6.0,3.0,3.0,2.0,Completed,1.4,3.0,1.42,3.13,1.42,3.13,1.4,2.96
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Alcaraz C.,Shevchenko A.,3.0,77.0,7010.0,743.0,6.0,1.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,29.0,1.02,35.12,1.02,35.12,1.01,20.74
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Kokkinakis T.,Safiullin R.,71.0,63.0,766.0,823.0,3.0,6.0,6.0,3.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.57,2.38,1.65,2.4,1.67,2.4,1.6,2.33
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Tiafoe F.,Rinderknech A.,16.0,61.0,2560.0,927.0,7.0,6.0,6.0,3.0,4.0,6.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.25,4.0,1.27,4.18,1.3,4.18,1.27,3.8
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Vukic A.,Dzumhur D.,68.0,82.0,778.0,679.0,6.0,7.0,6.0,0.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.29,3.75,1.34,3.56,1.34,3.75,1.3,3.51
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Draper J.,Navone M.,18.0,47.0,2530.0,1173.0,4.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.05,11.0,1.08,11.12,1.11,11.12,1.06,9.71
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Carballes Baena R.,Tabilo A.,57.0,26.0,981.0,1705.0,1.0,6.0,6.0,2.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,2.63,1.5,2.79,1.5,2.79,1.53,2.61,1.5
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Mensik J.,Basilashvili N.,48.0,206.0,1162.0,273.0,6.0,1.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.17,5.0,1.16,6.32,1.18,6.32,1.16,5.16
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Borges N.,Muller A.,33.0,58.0,1445.0,965.0,6.0,7.0,6.0,3.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,1.67,2.2,1.7,2.3,1.7,2.3,1.67,2.21
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Marozsan F.,Seyboth Wild T.,59.0,79.0,960.0,732.0,6.0,3.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,3.0,2.0,Completed,1.4,3.0,1.43,3.1,1.44,3.1,1.41,2.91
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Michelsen A.,Tsitsipas S.,42.0,12.0,1270.0,3195.0,7.0,5.0,6.0,3.0,2.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.53,2.44,1.63,2.53,1.63,2.41,1.57
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Mccabe J.,Landaluce M.,258.0,142.0,216.0,414.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,3.5,1.3,3.92,1.3,3.92,1.32,3.56,1.3
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Sinner J.,Jarry N.,1.0,36.0,11830.0,1340.0,7.0,6.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,26.0,1.02,29.95,1.02,29.95,1.02,17.25
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Thompson J.,Koepfer D.,27.0,124.0,1695.0,485.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.2,1.39,3.26,1.42,3.26,1.37,3.09
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Schoolkate T.,Daniel T.,173.0,113.0,336.0,519.0,6.0,7.0,7.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.8,1.97,1.93,2.02,1.93,1.96,1.84
5,Melbourne,Australian Open,2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5.0,Duckworth J.,Stricker D.,89.0,304.0,637.0,173.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.73,2.1,1.83,2.08,1.83,2.12,1.73,2.09
5,Melbourne,Australian Open,2025-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Krueger M.,Hijikata R.,146.0,72.0,396.0,759.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,3.0,1.4,2.99,1.45,3.1,1.54,2.94,1.41
5,Melbourne,Australian Open,2025-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Shelton B.,Nakashima B.,20.0,35.0,2280.0,1355.0,7.0,6.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.44,2.75,1.51,2.75,1.53,2.75,1.48,2.67
5,Melbourne,Australian Open,2025-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Sonego L.,Wawrinka S.,55.0,156.0,1026.0,371.0,6.0,4.0,5.0,7.0,7.0,5.0,7.0,5.0,,,3.0,1.0,Completed,1.4,3.0,1.48,2.88,1.49,3.0,1.42,2.87
5,Melbourne,Australian Open,2025-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Boyer T.,Coria F.,136.0,96.0,448.0,617.0,6.0,3.0,6.0,7.0,4.0,6.0,7.0,5.0,6.0,1.0,3.0,2.0,Completed,1.14,5.5,1.17,5.93,1.17,6.22,1.15,5.56
5,Melbourne,Australian Open,2025-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Etcheverry T.,Cobolli F.,38.0,32.0,1315.0,1512.0,6.0,7.0,6.0,3.0,7.0,5.0,6.0,1.0,,,3.0,1.0,Completed,1.57,2.38,1.62,2.46,1.63,2.52,1.57,2.41
